"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"767","Breastfeeding","development,health,newborns,nutrition,pediatrics","1,1,1,1,1","Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"768","Brief Problem Monitor (BPM)","adhd,aggression,anxiety,attention,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"769","buccal_DNAmethylation","biological sample,buccal,cell counts,dna methylation,environment,epigenetics,gene expression,genetics,omics","1,1,1,1,1,1,1,1,1","omics,Physiology,NA","0.67,0.33,0","1,1,38",1,"NTR"
"770","buccal_swab","biological sample,biomarkers,dna methylation,epigenetics,genetics,laboratory","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"771","Aandachttekort Stoornis met Hyperactiviteit (ASH)","adhd,developmental psychology,diagnosis,mental health,psychiatry","1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"772","Bullying_Victimization","aggression,bullying,depression,developmental psychology,life event,psychology,trauma,victimization","1,1,1,1,1,1,1,1","Life history,mental health,Social competence,Health,NA","0.33,0.33,0.22,0.11,0","1,1,1,1,38",1,"NTR"
"773","Cantril ladder","happiness,life satisfaction,mental health,psychology,quality of life,wellbeing","1,1,1,1,1,1","Personality and individual differences,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"774","Car, Relax, Alone, Forget, Friends, Trouble (CRAFFT) Screening Test","alcohol,drugs,mental health,peer pressure,psychology,risk seeking,risk taking,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"NTR"
"775","Charity","","","Life history,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"776","Child Behavior Checklist (CBCL)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology,psychosis","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"777","Child_care","development,education,environment,parent-child relationship,school","1,1,1,1,1","Demographics,Life history,NA","0.5,0.5,0","1,1,39",1,"NTR"
"778","Children’s Behavior Questionnaire (CBQ)","cognition,development,parent-child relationship,personality,psychology,temperament","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"779","Compulsive Internet Use Scale (CIUS)","addiction,gaming,mental health,social media","1,1,1,1","Lifestyle,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"780","Computerized Neuropsychological Testing System (WEBcnp)","attention,cognition,executive functioning,inhibition control,memory,self control","1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"781","Conflict subscale from the Family Environment Scale (FES)","abuse,aggression,conflict,environment,family functioning,mental health","1,1,1,1,1,1","Social competence,mental health,Parenting,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"782","ACTION_Vitamin","health,metabolism,supplementation","1,1,1","Health,Lifestyle,Life history,NA","0.4,0.4,0.2,0","1,1,1,39",1,"NTR"
"783","ContraceptionUse","acne,birth control,females,health,hormones,medication","1,1,1,1,1,1","Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"784","Controlled Oral Word Association task (COWA)","cognition,language,memory","1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"785","Corsi block-tapping task","cognition,executive functioning,memory,motor control","1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"786","COSMED","endurance,excercise,health,lung capacity","1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"787","COVID_Experience","coping,covid,feelings,health,mental health,parent-child relationship,social behavior,somatic,wellbeing","1,1,1,1,1,1,1,1,1","Life history,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"788","COVID_HomeAtmosphere","coping,covid,environment,family relationship,school,work","1,1,1,1,1,1","Life history,Parenting,Social competence,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"789","COVID_HomeSchool","coping,covid,education,parent-child relationship,school","1,1,1,1,1","Life history,Demographics,Parenting,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"790","COVID_infection","covid,disease,environment,health,hospitailization,infection,mortality","1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"791","COVID_Parenting","coping,covid,parent-child relationship,parenting,wellbeing","1,1,1,1,1","Life history,Parenting,NA","0.67,0.33,0","1,1,39",1,"NTR"
"792","COVID_Workdemographics_parents","covid,demographics,work","1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"NTR"
"793","Activation-Deactivation Adjective Checklist (ADACL)","cognition,excercise,feelings,mental health","1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"NTR"
"794","Demographics","age,demographics,education,gender,married status,nationality,neighborhood,religion,sex,social economic status","1,1,1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"NTR"
"795","Dental_Development","cavities,dental,development,health,teething","1,1,1,1,1","Physiology,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"796","Devereux Child Behavior (DCB) rating scale","adhd,aggression,anxiety,depression,developmental psychology,mental health,motor control,psychiatry,psychology,temperament","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"797","Diagnostic Interview Schedule (DIS)","adhd,apd,diagnosis,mdd,mental disorders,mental health,ocd,odd,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"798","Dieting","anorexia,bulimia,diet,health,nutrition,obesity","1,1,1,1,1,1","Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"799","Diffusion Tensor Imaging (DTI)","brain imaging,cognition,connectomics,dti,functional brain imaging,mri,structural brain imaging","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"800","DNA_zygosity","buccal,demographics,dna,genetics,similarity,twins","1,1,1,1,1,1","Demographics,Physiology,NA","0.67,0.33,0","1,1,39",1,"NTR"
"801","Dutch Life Event Scale (Schokverwerkings Inventarisatie Lijst)","coping,life events,mental health,trauma,wellbeing","1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"802","Dweck's forced-choice measure","cognition,executive functioning,perseverance,problem solving","1,1,1,1","Personality and individual differences,Cognition,NA","0.5,0.5,0","1,1,39",1,"NTR"
"803","Edinburgh handedness Inventory (EHI)","dominance,handedness,laterality,motor functioning","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"804","Adult Self Report (ASR)","adhd,aggression,antisocial behavior,anxiety,depression,diagnosis,mental health,obsessive compulsive disorder,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"805","Emotionality, Activity, and Sociability (EAS) Temperament Survey for Children","developmental psychology,emotional development,mental health,personality,social behavior,temperament","1,1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"NTR"
"806","Eriksen flanker task","attention,cognition,executive functioning,inhibition,motor control","1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"807","Exercise Benefits/Barriers Scale (EBBS)","excercise,feelings,health,motivation","1,1,1,1","Personality and individual differences,Lifestyle,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"808","Explosive_strength","health,jump,legs,motor,strength","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"809","EyeSight","eyes,glasses,health,optometry,sight","1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"810","Family_Composition","demographics,divorce,family,fertility,half-siblings,parents,siblings,twinning","1,1,1,1,1,1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"811","Family_Situation","adoption,co-parenting,death,demographics,divorce,family,mixed families,orphan,widow","1,1,1,1,1,1,1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"812","Feeling_Scale","feeling,happiness,mental health,psychology,satisfaction,wellbeing","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"813","Feelings","feelings,happiness,mental health,satisfaction,wellbeing","1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"814","Flexibility","excercise,flexibility,health,motor","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"815","Amsterdam Neuropsychological Tasks (ANT)","attention,cognition,executive functioning,inhibition,memory,self-control","1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"816","fMRI","biology,brain imaging,cognition,functional brain imaging,mri,psychology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"817","Friendship","friendship,peer pressure,sibling competition,sibling interactions,social behavior","1,1,1,1,1","Social competence,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"818","GeneralHealth","disease,health,subjective health,wellbeing","1,1,1,1","Health,NA","1,0","1,39",1,"NTR"
"819","Genotyping","ancestry,biological sample,dna,genes,genomics,genotyping,gwas,pcs,snps","1,1,1,1,1,1,1,1,1","omics,Physiology,Demographics,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"820","Handedness","dominance,handedness,laterality,motor development","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"821","Handedness_questionnaire","ambidexterous,dominance,handedness,laterality,motor development","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"822","Handgrip","excercise,health,muscle,strength","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"823","Health_Diseases","allergies,asthma,cancer,cardiovascular disease,diabetes,diseases,doctor visit,handicaps,health,hospitalization","1,1,1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"NTR"
"824","Health_Diseases_ACTION","allergies,asthma,diabetes,diseases,flu,handicaps,health,infection,inflammation,meazles","1,1,1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"NTR"
"825","Health_Diseases_birth","5th disease,birth,cardiovascular disease,development,diseases,health,hospitalization,incubator,metabolic disorder,rs-virus","1,1,1,1,1,1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"826","Anthropometry","anthropometry,health,obesity","1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"827","Health_migraine","auras,headache,health,mental health,migraine,pain,stress","1,1,1,1,1,1,1","Health,Life history,mental health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"828","Heart_Rate","biology,cardiovasculair,cardiovascular disease,coronary artery disease,excercise,health,heart","1,1,1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"829","Iowa gambling task (IGT)","cognition,decision making,impulsivity,inhibition,problem solving,psychology,risk seeking,risk taking","1,1,1,1,1,1,1,1","Personality and individual differences,Cognition,Social competence,NA","0.4,0.4,0.2,0","1,1,1,39",1,"NTR"
"830","Language_Development","cognition,development,language,stuttering","1,1,1,1","Life history,Cognition,NA","0.67,0.33,0","1,1,39",1,"NTR"
"831","LeisureActivities","excercise,games,gaming,hobbies,life style,music,playing,reading,sport,tv","1,1,1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"NTR"
"832","Life_Event","chronic disease,coping,death,environment,life events,mental health,stress,trauma","1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"833","Lifestyle_SubstanceUse","additiction,drinking,drugs,life style,smoking,substance abuse,substance use","1,1,1,1,1,1,1","Lifestyle,Health,mental health,Life history,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,38",1,"NTR"
"834","Lifestyle_SubstanceUse_pregnancy","addiction,alcohol,drinking,drugs,fetal alcohol syndrome,lifestyle,pregnancy,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,Health,Life history,mental health,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,38",1,"NTR"
"835","Loneliness_Scale","depression,friendships,happiness,isolation,loneliness,mental health,psychology,wellbeing","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"836","McMaster Family Assessment Device - General Functioning Scale","abuse,coping,family functioning,psychology,support","1,1,1,1,1","Social competence,Health,mental health,Life history,Parenting,NA","0.33,0.22,0.22,0.11,0.11,0","1,1,1,1,1,38",1,"NTR"
"837","Apgar","birth,cardiovasculair,development,emergency care,health,muscle","1,1,1,1,1,1","Health,Physiology,Life history,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"838","MedicationSupplementUse_pregnancy","health,medication,metabolism,nutrition,pregnancy,supplements","1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"839","MedicationUse","disease,health,medication,metabolism,supplements","1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"840","Mental Rotations Test (MRT)","cognition,executive functioning,intelligence,mental rotation,non-verbal iq,spatial processing","1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"841","monetary-choice questionnaire","cognition,delay inhibition,executive functioning,impulsiveness,inhibition,self control","1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"842","Motor_Development","health,motor control,motor development,walking","1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"843","MRI","brain imaging,cognition,development,functional brain imaging,mri,psychology,structural brain imaging","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"844","N-back task","attention,cognition,executive functioning,memory","1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"845","Nutrition_Pregnancy","diet,health,nutrition,pregnancy","1,1,1,1","Life history,Lifestyle,NA","0.67,0.33,0","1,1,39",1,"NTR"
"846","One or Three Minutes Reading Task","cognition,development,executive functioning,language,reading,verbal fluency","1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"847","ParentingStyle","parent-child relationship,parenting","1,1","Parenting,NA","1,0","1,39",1,"NTR"
"848","Attention Problem (AP) items of the Child Behavior Checklist (CBCL)","adhd,attention,developmental psychology,diagnosis,hyperactivity,impulsivity,psychiatry","1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"849","Physical_characteristics","antropometrics,eyes,hair,physical characteristics,skin","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"850","PhysicalActivities","excercise,health,life style,sport","1,1,1,1","Lifestyle,Health,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"851","Pregnancy_CourseDuration","gestation,health,pregnancy,preterm","1,1,1,1","Life history,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"852","Pregnancy_Problems","deficiencies,disease,eclampsia,gestational diabetes,health,nutrition,pregnancy,twin-to-twin transfusion","1,1,1,1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"853","Pregnancy_Questions","birth,conception,fertility,health,hormones,miscariages,pregnancy,twinning","1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"854","Pubertal_Development","development,hair growth,health,menstruation,puberty,secondary sexual characteristics","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"855","RAKIT","attention,cognition,cognitive functioning,executive functioning,intelligence,memory,non-verbal intelligence,spatial reasoning","1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"856","Raven Standard Progressive matrixes","attention,cognition,executive functioning,intelligence,memory,non-verbal intelligence,spatial perception,spatial reasoning","1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"857","Reading the Mind in the Eyes task","autism,cognition,development,emotion recognition,emotional development,psychology,social cognition,theory of mind","1,1,1,1,1,1,1,1","Social competence,Personality and individual differences,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"858","Reading_Writing","cognition,intelligence,language,motor control,reading,writing","1,1,1,1,1,1","Cognition,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
